"Loc1.x","Loc1.y","Loc2.x","Loc2.y","Dist","TuningCor","z"
4,7,1,2,2332,0,-0.00739056281978397
4,7,1,2,2332,-0.333,0.499150141643059
4,7,2,2,2154,0.757,-0.749640976543801
4,7,2,2,2154,0.56,-0.710506980161646
4,7,4,1,2400,-0.176,0.555657773689052
4,7,5,1,2433,0.453,0.497191011235955
4,7,3,10,1265,0.548,1.27803278688525
4,7,2,10,1442,0.018,2.85714285714286
4,7,9,8,2040,0.269,0.0120741699008193
4,7,8,7,1600,-0.031,1.15332885003362
4,7,8,7,1600,-0.073,1.46582466567608
4,7,7,7,1200,0.301,1.37469733656174
4,7,7,7,1200,-0.613,1.08426299549015
4,7,2,7,800,0.411,2.4015625
4,7,2,7,800,0.312,1.6309564041906
4,7,1,7,1200,0.12,1.47709224190593
4,7,1,7,1200,0.345,0.459045904590459
4,7,6,6,894,0.621,1.13017276014464
4,7,5,6,566,0.708,0.115518441196938
4,7,5,6,566,0.447,1.01496478873239
4,7,10,5,2530,0.206,0.409513087531663
4,7,10,5,2530,0.049,0.707464694014795
4,7,9,5,2154,-0.217,0.148989898989899
4,7,4,5,800,0.126,1.74168975069252
4,7,3,5,894,-0.52,1.23557365919891
4,7,3,5,894,-0.475,0.358024691358025
4,7,8,4,2000,0.48,0.739666872301049
4,7,7,4,1697,0.654,1.4868085106383
4,7,7,4,1697,0.325,1.90466798159106
4,7,2,4,1442,0.396,0.499119718309859
4,7,1,4,1697,0.861,-0.335172413793103
4,7,1,4,1697,0.56,0.599365750528541
4,7,6,3,1789,-0.092,0.134
4,7,6,3,1789,-0.042,2.95148078134846
4,7,5,3,1649,-0.255,0.952114924181963
4,7,5,3,1649,-0.02,0.486244019138756
4,7,9,2,2828,-0.377,0.142561983471074
4,7,4,2,2000,0.201,1.37942122186495
3,7,8,6,2040,0.458,0.137651821862348
3,7,8,6,2040,0.37,-0.783608490566038
3,7,8,6,2040,0.578,1.45107632093933
3,7,7,6,1649,0.399,2.10526315789474
3,7,2,6,566,0.204,-0.414857142857143
3,7,1,1,2530,-0.067,0.0652009097801365
3,7,1,1,2530,-0.34,-2.31497584541063
3,7,6,5,1442,0.246,0.72979797979798
3,7,6,5,1442,0.625,0.576604554865424
3,7,5,5,1131,0.639,1.6986986986987
3,7,10,4,3046,0.406,-0.153476064469569
3,7,9,4,2683,0.114,-0.302708443972384
3,7,4,4,1265,0.379,0.876056338028169
3,7,4,4,1265,0.498,1.71654083733699
3,7,3,4,1200,0.268,0.62875
3,7,3,4,1200,0.371,0.809349220898258
3,7,8,3,2561,0.32,0.486288848263254
3,7,7,3,2263,-0.127,-0.323589394969409
3,7,7,3,2263,-0.163,0.716002530044276
3,7,7,3,2263,-0.007,0.93314162473041
3,7,1,3,1789,0.313,-0.605366492146597
3,7,1,3,1789,0.309,-0.0111659309270319
3,7,6,2,2332,0.194,-0.479582146248813
3,7,8,1,3124,-0.214,0.0441582336706532
3,7,8,1,3124,-0.339,0.0121522225775504
3,7,3,1,2400,-0.297,-0.230042918454936
3,7,2,1,2433,-0.294,-0.00891632373113854
3,7,2,1,2433,-0.463,-0.38623326959847
3,7,6,10,1697,0.099,-0.238885202388852
3,7,7,8,1649,0.82,1.79448621553885
3,7,7,8,1649,0.707,1.18730745532964
3,7,8,8,2040,-0.264,2.07673267326733
3,7,8,8,2040,-0.245,0.58290244743192
3,7,1,8,894,-0.013,2.14258793969849
3,7,5,7,800,0.779,2.81020255063766
3,7,5,7,800,0.868,1.86505681818182
3,7,6,7,1200,-0.319,1.11028037383178
3,7,6,7,1200,-0.32,1.41254752851711
3,7,6,7,1200,-0.377,1.10891812865497
3,7,9,6,2433,-0.235,1.34299065420561
3,7,9,6,2433,-0.221,-0.139781491002571
3,7,10,6,2828,0.232,1.50148898153663
3,7,10,6,2828,0.32,-0.0236453201970443
3,7,3,6,400,0.679,1.77601585728444
3,7,3,6,400,0.862,2.16593567251462
3,7,4,6,566,0.497,2.01798941798942
3,7,4,6,566,-0.083,3.3814352574103
3,7,4,6,566,0.112,0.28448275862069
3,7,7,5,1789,0.342,0.511892450879007
3,7,8,5,2154,0.511,-0.0543900543900544
3,7,8,5,2154,0.412,0.477379095163807
3,7,1,5,1131,0.761,0.138691322901849
3,7,2,5,894,0.488,1.67549019607843
3,7,5,4,1442,-0.05,0.458307597282273
3,7,5,4,1442,0.338,-0.069364161849711
3,7,6,4,1697,-0.311,1.94400895856663
3,7,6,4,1697,0.034,1.27567975830816
3,7,9,3,2884,0.16,0.927157001414427
3,7,9,3,2884,0.217,0.522696629213483
3,7,3,3,1600,0.535,1.11734164070613
3,7,3,3,1600,0.649,-0.146682188591385
3,7,4,3,1649,-0.205,1.85267588695129
3,7,4,3,1649,-0.077,0.426782557454331
3,7,4,3,1649,0.029,1.28243814121907
3,7,8,2,2828,-0.546,-0.116693679092382
3,7,1,2,2154,0.024,0.404416037187682
3,7,1,2,2154,0.011,0.158826504805261
3,7,1,2,2154,-0.051,-0.584056399132321
3,7,2,2,2040,0.228,-1.24418093983311
3,7,2,2,2040,0.15,0.0536649214659686
3,7,4,1,2433,-0.007,-0.482786885245902
3,7,5,1,2530,-0.296,-1.46280991735537
3,7,3,10,1200,0.685,0.069390402075227
3,7,2,10,1265,0.636,0.891816143497758
3,7,9,8,2433,0.411,0.773442050087362
3,7,8,7,2000,0.622,1.4311859443631
3,7,8,7,2000,0.413,2.4971381847915
3,7,7,7,1600,0.31,0.526751592356688
3,7,7,7,1600,0.1,-0.25998547567175
3,7,2,7,400,-0.206,2.72300771208226
3,7,2,7,400,-0.261,0.809587663426081
3,7,1,7,800,0.727,1.84504267892318
3,7,1,7,800,0.812,0.53382991930478
3,7,6,6,1265,0.635,0.830271565495208
3,7,5,6,894,0.486,1.64222069910898
3,7,5,6,894,0.606,1.66266094420601
3,7,10,5,2912,0.119,0.261140326598395
3,7,10,5,2912,-0.108,1.95768688293371
3,7,9,5,2530,0.628,0.344048653344918
3,7,4,5,894,-0.312,1.57201929703653
3,7,3,5,800,0.405,0.52757793764988
3,7,3,5,800,0.13,1.49120160884867
3,7,8,4,2332,0.709,-0.0864055299539171
3,7,7,4,2000,0.562,-0.0801619433198381
3,7,7,4,2000,0.36,0.141402037147993
3,7,2,4,1265,0.422,-0.137305699481865
3,7,1,4,1442,0.206,0.457520891364902
3,7,1,4,1442,0.373,0.54746835443038
3,7,6,3,2000,0.511,-0.736080983369487
3,7,6,3,2000,0.32,0.300233644859813
3,7,5,3,1789,0.201,1.12573529411765
3,7,5,3,1789,-0.045,-1.13636363636364
3,7,4,2,2040,-0.189,1.90863952333664
8,6,7,6,400,0.003,1.44517304189435
8,6,2,6,2400,-0.234,-1.56538339166402
8,6,1,1,3441,0.086,-0.139377537212449
8,6,1,1,3441,0.272,0.419809658089531
8,6,6,5,894,-0.136,0.354084202950702
8,6,6,5,894,0.206,0.968334388853705
8,6,5,5,1265,0.704,0.723443223443223
8,6,9,4,894,0.145,0.749346500145222
8,6,4,4,1789,0.121,0.0798598949211909
8,6,4,4,1789,0.055,-0.597428958051421
8,6,3,4,2154,0.485,0.212568681318681
8,6,3,4,2154,0.687,-0.020460358056266
8,6,8,3,1200,0.104,0.462879640044994
8,6,7,3,1265,0.204,-0.166210670314637
8,6,7,3,1265,0.18,0.690091149661864
8,6,7,3,1265,0.324,0.263157894736842
8,6,1,3,3046,-0.132,0.458162298705399
8,6,1,3,3046,-0.029,0.318994181213633
8,6,6,2,1789,-0.344,-0.584035298836743
8,6,8,1,2000,-0.112,-0.624819624819625
8,6,8,1,2000,0.057,-0.747554630593132
8,6,3,1,2828,-0.082,-0.0655147588192945
8,6,2,1,3124,-0.28,0.0167027528611197
8,6,2,1,3124,-0.191,-0.0745614035087719
8,6,6,10,1789,-0.005,-0.400876765708719
8,6,1,10,3225,0.348,0.00462568472306756
8,6,7,8,894,0.501,1.22357189757058
8,6,7,8,894,0.245,0.400626522798468
8,6,8,8,800,-0.27,1.25609312477264
8,6,8,8,800,-0.193,1.26735672809896
8,6,1,8,2912,0.06,0.383895131086142
8,6,5,7,1265,0.53,0.725225225225225
8,6,5,7,1265,0.495,0.717416378316032
8,6,6,7,894,0.136,-0.189902280130293
8,6,6,7,894,0.06,0.624960102138525
8,6,6,7,894,-0.11,0.514275885792914
8,6,9,6,400,0.032,0.254764930114358
8,6,9,6,400,0.132,1.439780521262
8,6,10,6,800,0.624,1.50122334847955
8,6,10,6,800,0.717,0.918864678899083
8,6,3,6,2000,0.563,0.757454657239471
8,6,3,6,2000,0.632,0.343240304458137
8,6,4,6,1600,0.311,0.660934579439252
8,6,4,6,1600,0.354,0.646927730022286
8,6,4,6,1600,0.429,0.12002892263196
8,6,7,5,566,0.572,1.17554975773388
8,6,8,5,400,0.632,1.57861866274798
8,6,8,5,400,0.511,0.517047733654232
8,6,1,5,2828,0.534,0.0465721040189125
8,6,2,5,2433,0.741,0.771974063400576
8,6,5,4,1442,0.058,-0.243212346384681
8,6,5,4,1442,0.513,0.397265476642613
8,6,6,4,1131,0.265,-0.313803019410496
8,6,6,4,1131,0.425,-0.0610800744878957
8,6,9,3,1265,0.551,0.443033854166667
8,6,9,3,1265,0.557,0.605694564279551
8,6,3,3,2332,0.178,1.31255961844197
8,6,3,3,2332,0.357,0.882851300029214
8,6,4,3,2000,0.256,0.603935258648048
8,6,4,3,2000,0.142,-0.357028112449799
8,6,4,3,2000,0.312,0.120308310991957
8,6,8,2,1600,-0.316,0.145356234096692
8,6,1,2,3225,0.08,1.23471959672338
8,6,1,2,3225,0.137,-0.554213036565978
8,6,1,2,3225,-0.135,0.729231730168645
8,6,2,2,2884,0.506,-0.312935034802784
8,6,2,2,2884,0.405,-0.386643835616438
8,6,4,1,2561,0.063,0.366235534377127
8,6,5,1,2332,0.176,0.0027027027027027
8,6,3,10,2561,0.533,0.0442913385826772
8,6,2,10,2884,0.297,0.320532672654072
8,6,9,8,894,0.447,0.0886789325377093
8,6,8,7,400,0.321,1.13978102189781
8,6,8,7,400,0.202,0.570809248554913
8,6,7,7,566,0.412,0.659366576819407
8,6,7,7,566,-0.294,-0.1216
8,6,2,7,2433,0.273,0.0601604278074866
8,6,2,7,2433,0.177,-0.159502262443439
8,6,1,7,2828,0.355,0.378481894150418
8,6,6,6,800,0.624,1.01746849942726
8,6,5,6,1200,0.721,0.748611111111111
8,6,5,6,1200,0.676,0.886929858183212
8,6,10,5,894,0.326,0.833288080369264
8,6,10,5,894,0.18,1.79128919860627
8,6,9,5,566,0.102,1.12582781456954
8,6,4,5,1649,0.065,0.0471414242728185
8,6,3,5,2040,-0.188,0.31276031806134
8,6,3,5,2040,-0.23,0.547491322183654
8,6,8,4,800,0.612,1.11843460350154
8,6,7,4,894,0.619,1.204046041158
8,6,7,4,894,0.348,-0.165898617511521
8,6,2,4,2530,0.442,-0.011177086971708
8,6,1,4,2912,0.586,-0.0697278911564626
8,6,1,4,2912,0.472,0.206297502714441
8,6,6,3,1442,0.162,1.01568920433321
8,6,6,3,1442,0.171,0.49696753478416
8,6,5,3,1697,0.042,-0.131559220389805
8,6,5,3,1697,0.157,1.00197173841604
8,6,4,2,2263,0.086,0.798165137614679
8,6,7,6,400,0.095,1.98300970873786
8,6,2,6,2400,-0.18,0.967561521252796
8,6,1,1,3441,0.133,0.09375
8,6,1,1,3441,0.195,-0.473443223443223
8,6,6,5,894,0.001,0.291221826809015
8,6,6,5,894,0.134,-0.888709677419355
8,6,5,5,1265,0.528,0.0808550185873606
8,6,10,4,1131,0.493,0.602858380251191
8,6,9,4,894,0.181,0.713090551181102
8,6,4,4,1789,0.188,1.58923303834808
8,6,4,4,1789,0.095,-0.564429530201342
8,6,3,4,2154,0.457,0.454109589041096
8,6,3,4,2154,0.553,1.39617486338798
8,6,8,3,1200,0.081,0.203050524308866
8,6,7,3,1265,0.032,0.973214285714286
8,6,7,3,1265,-0.036,0.327586206896552
8,6,7,3,1265,0.366,0.753237410071942
8,6,1,3,3046,-0.121,-0.906017191977077
8,6,1,3,3046,-0.064,1.30407822561412
8,6,6,2,1789,-0.18,0.219354838709677
8,6,8,1,2000,-0.059,0.255102040816327
8,6,8,1,2000,0.013,-0.833694642304119
8,6,3,1,2828,0.075,1.62433392539964
8,6,2,1,3124,-0.242,0.154348243424842
8,6,2,1,3124,-0.053,0.639261744966443
8,6,6,10,1789,0.173,0.72533673097925
8,6,7,8,894,0.412,1.10147299509002
8,6,7,8,894,0.239,0.573497854077253
8,6,8,8,800,-0.004,2.13073394495413
8,6,8,8,800,0.061,-0.113973931494392
8,6,1,8,2912,0.151,-1.40141227593699
8,6,5,7,1265,0.486,0.942652329749104
8,6,5,7,1265,0.46,1.20651369356033
8,6,6,7,894,0.215,1.01892201834862
8,6,6,7,894,0.151,0.625509609784508
8,6,6,7,894,0.045,0.442450495049505
8,6,9,6,400,0.027,0.321295143212951
8,6,9,6,400,0.28,1.51446099912358
8,6,10,6,800,0.332,2.22331893892659
8,6,10,6,800,0.432,0.370693414740515
8,6,3,6,2000,0.505,0.389123300515706
8,6,3,6,2000,0.491,0.474181818181818
8,6,4,6,1600,0.285,0.681159420289855
8,6,4,6,1600,0.307,1.0037397157816
8,6,4,6,1600,0.293,0.258092738407699
8,6,7,5,566,0.611,1.83918128654971
8,6,8,5,400,0.559,3.28774703557312
8,6,8,5,400,0.488,1.07046541974772
8,6,1,5,2828,0.469,-0.308040038747175
8,6,2,5,2433,0.531,0.483783783783784
8,6,5,4,1442,0.145,-0.201599086236436
8,6,5,4,1442,0.494,1.38768115942029
8,6,6,4,1131,0.129,0.599774520856821
8,6,6,4,1131,0.221,-1.76779026217228
8,6,9,3,1265,0.41,0.338263665594855
8,6,9,3,1265,0.409,-0.0598621877691645
8,6,3,3,2332,0.179,0.608371322005802
8,6,3,3,2332,0.333,1.19302465423933
8,6,4,3,2000,0.276,-0.462014631401238
8,6,4,3,2000,0.27,0.422245108135942
8,6,4,3,2000,0.383,-0.0495436766623207
8,6,8,2,1600,-0.177,-0.559597523219814
8,6,1,2,3225,0.139,1.0172972972973
8,6,1,2,3225,0.202,0.898176291793313
8,6,1,2,3225,-0.088,0.473895582329317
8,6,2,2,2884,0.257,0.21690031152648
8,6,2,2,2884,0.304,-0.822279459111397
8,6,4,1,2561,0.262,0.747385358004827
8,6,5,1,2332,0.057,1.44949954504095
8,6,3,10,2561,0.365,-0.734947237740534
8,6,2,10,2884,0.353,0.209338122113905
8,6,9,8,894,0.389,-0.284097035040431
8,6,8,7,400,0.34,3.09903047091413
8,6,8,7,400,0.243,2.36798679867987
8,6,7,7,566,0.479,0.40750966316952
8,6,7,7,566,-0.111,0.306426847992981
8,6,2,7,2433,0.28,0.92817679558011
8,6,2,7,2433,0.226,0.796677945247616
8,6,1,7,2828,0.274,0.220118343195266
8,6,1,7,2828,0.464,0.256676974978915
8,6,6,6,800,0.386,1.21708683473389
8,6,5,6,1200,0.548,-1.02815013404826
8,6,5,6,1200,0.539,2.79582577132486
8,6,10,5,894,0.365,0.672993111204836
8,6,10,5,894,0.295,1.87841530054645
8,6,9,5,566,0.056,0.171595472800292
8,6,4,5,1649,0.248,1.20409391932571
8,6,3,5,2040,-0.118,-1.2748457847841
8,6,3,5,2040,-0.195,-0.417470797359066
8,6,8,4,800,0.457,1.44366549824737
8,6,7,4,894,0.532,0.32027128862095
8,6,7,4,894,0.245,0.281190626979101
8,6,2,4,2530,0.379,0.421706710853355
8,6,1,4,2912,0.226,1.1931330472103
8,6,1,4,2912,0.227,0
8,6,6,3,1442,0.079,0.995221843003413
8,6,6,3,1442,0.07,1.0126742712294
8,6,5,3,1697,0.244,1.01546790409899
8,6,5,3,1697,0.295,-0.324899367452559
8,6,4,2,2263,0.023,0.0977683315621679
8,6,7,6,400,0.028,1.99753997539975
8,6,2,6,2400,-0.157,0.0646067415730337
8,6,1,1,3441,0.098,-0.0575447570332481
8,6,1,1,3441,0.196,3.49526813880126
8,6,6,5,894,-0.166,1.88933601609658
8,6,6,5,894,0.374,0.369583687340697
8,6,5,5,1265,0.744,3.96943972835314
8,6,10,4,1131,0.747,0.282364201962192
8,6,9,4,894,0.153,0.85573476702509
8,6,4,4,1789,0.29,0.91588785046729
8,6,4,4,1789,0.213,0.0218818380743983
8,6,3,4,2154,0.53,1.34827945776851
8,6,3,4,2154,0.71,1.74121405750799
8,6,8,3,1200,0.173,0.437070938215103
8,6,7,3,1265,0.167,2.4696802646086
8,6,7,3,1265,0.117,2.02787068004459
8,6,7,3,1265,0.333,2.11083123425693
8,6,1,3,3046,-0.042,1.398
8,6,1,3,3046,0.074,0.0332304770947069
8,6,6,2,1789,-0.312,1.13643410852713
8,6,8,1,2000,0.015,2.0546357615894
8,6,8,1,2000,0.115,0.792703150912106
8,6,3,1,2828,-0.227,1.23413897280967
8,6,2,1,3124,-0.454,0.0949307005885704
8,6,2,1,3124,-0.426,3.95081967213115
8,6,6,10,1789,0.047,-0.784886927744071
8,6,1,10,3225,0.45,0.316506189821183
8,6,7,8,894,0.603,1.14072119613017
8,6,7,8,894,0.403,0.83860502838605
8,6,8,8,800,-0.492,2.68629807692308
8,6,8,8,800,-0.447,0.0122112211221122
8,6,1,8,2912,-0.044,1.25815470643057
8,6,5,7,1265,0.632,2.64912280701754
8,6,5,7,1265,0.629,2.58751393534002
8,6,6,7,894,0.045,1.91650671785029
8,6,6,7,894,0.043,2.41479099678457
8,6,6,7,894,-0.298,1.92099567099567
8,6,9,6,400,-0.035,1.67587939698492
8,6,9,6,400,-0.042,1.00121802679659
8,6,10,6,800,0.694,2.96034816247582
8,6,10,6,800,0.725,1.29708737864078
8,6,3,6,2000,0.62,0.803000652315721
8,6,3,6,2000,0.765,1.42092154420922
8,6,4,6,1600,0.595,2.49544626593807
8,6,4,6,1600,0.353,1.91551071878941
8,6,4,6,1600,0.424,-0.696793002915452
8,6,7,5,566,0.592,4.97711267605634
8,6,8,5,400,0.825,6.10133333333333
8,6,8,5,400,0.565,1.08986806074185
8,6,1,5,2828,0.705,0.626572908956329
8,6,2,5,2433,0.685,2.5615141955836
8,6,5,4,1442,0.033,-1.24771689497717
8,6,5,4,1442,0.555,2.53180212014134
8,6,6,4,1131,0.285,2.44731610337972
8,6,6,4,1131,0.581,1.75769745649264
8,6,9,3,1265,0.628,1.179548156956
8,6,9,3,1265,0.645,0.304033714629741
8,6,3,3,2332,0.176,1.61981566820276
8,6,3,3,2332,0.384,0.481481481481481
8,6,4,3,2000,0.271,0.518811881188119
8,6,4,3,2000,0.233,-0.471642820203413
8,6,4,3,2000,0.405,0.41597510373444
8,6,8,2,1600,-0.536,1.90451612903226
8,6,1,2,3225,-0.099,0.946654611211573
8,6,1,2,3225,0.017,-0.506112469437653
8,6,1,2,3225,-0.295,1.29951690821256
8,6,2,2,2884,0.633,0.859771258080557
8,6,2,2,2884,0.554,1.61345496009122
8,6,4,1,2561,-0.146,2.47867950481431
8,6,5,1,2332,0.135,1.02483443708609
8,6,3,10,2561,0.733,0.357142857142857
8,6,2,10,2884,0.372,1.47860962566845
8,6,9,8,894,0.527,0.579397545555969
8,6,8,7,400,0.363,2.8973162193699
8,6,8,7,400,0.206,2.13727959697733
8,6,7,7,566,0.396,1.68507751937984
8,6,7,7,566,-0.345,0.388308086195861
8,6,2,7,2433,0.199,1.73184357541899
8,6,2,7,2433,0.118,0.300296345077379
8,6,1,7,2828,0.477,0.862412761714855
8,6,1,7,2828,0.647,0.130446194225722
8,6,6,6,800,0.771,0.534838458544181
8,6,6,6,800,0.735,0.0818848167539267
8,6,5,6,1200,0.733,1.91740088105727
8,6,5,6,1200,0.666,1.78643578643579
8,6,10,5,894,0.149,0.24358803986711
8,6,10,5,894,-0.006,2.89123196448391
8,6,9,5,566,0.246,1.15255052935515
8,6,4,5,1649,0.424,0.429277942631058
8,6,4,5,1649,-0.088,2.10697115384615
8,6,3,5,2040,-0.122,2.06129807692308
8,6,3,5,2040,-0.227,0.320161290322581
8,6,8,4,800,0.775,1.39862280030604
8,6,7,4,894,0.763,2.05161290322581
8,6,7,4,894,0.461,-0.250875145857643
8,6,2,4,2530,0.5,1.58345428156749
8,6,1,4,2912,0.662,0.485074626865672
8,6,1,4,2912,0.671,1.0875
8,6,6,3,1442,0.295,1.89569160997732
8,6,6,3,1442,0.161,-0.395480225988701
8,6,5,3,1697,0.017,2.18592964824121
8,6,5,3,1697,-0.035,0.00492610837438424
8,6,9,2,1649,-0.108,1.8365636458879
8,6,4,2,2263,0.02,1.20675944333996
7,6,2,6,2000,0.819,1.46529562982005
7,6,1,1,3124,-0.253,1.31830726770929
7,6,1,1,3124,-0.53,1.2549889135255
7,6,6,5,566,0.841,1.20063441712926
7,6,6,5,566,0.57,1.75
7,6,5,5,894,0.038,3.47575057736721
7,6,10,4,1442,-0.125,0.663558467741935
7,6,9,4,1131,0.333,0.760377358490566
7,6,4,4,1442,0.518,1.44494584837545
7,6,4,4,1442,0.719,0.481989708404803
7,6,3,4,1789,0.137,2.49717057396928
7,6,3,4,1789,-0.173,1.42185792349727
7,6,8,3,1265,0.41,0.231939163498099
7,6,7,3,1200,-0.346,1.56666666666667
7,6,7,3,1200,-0.4,1.60678488820355
7,6,7,3,1200,-0.349,1.79593721144968
7,6,1,3,2683,0.767,1.59153902261123
7,6,1,3,2683,0.664,1.02914150695721
7,6,6,2,1649,0.728,1.50184049079755
7,6,8,1,2040,-0.486,2.40298507462687
7,6,8,1,2040,-0.589,-0.501775147928994
7,6,3,1,2561,-0.267,-0.326732673267327
7,6,2,1,2828,0.196,0.0418604651162791
7,6,2,1,2828,-0.337,2.1409978308026
7,6,6,10,1649,0.427,0.894426712496931
7,6,7,8,800,0.382,3.16558675305976
7,6,7,8,800,0.773,0.87741456166419
7,6,8,8,894,0.317,3.74332648870637
7,6,8,8,894,0.302,0.696581196581197
7,6,1,8,2530,0.265,0.919145690312738
7,6,5,7,894,0.196,3.02750665483585
7,6,5,7,894,0.264,2.79144385026738
7,6,6,7,566,-0.421,2.52718676122931
7,6,6,7,566,-0.454,2.26661329063251
7,6,6,7,566,-0.223,1.67203867848509
7,6,9,6,800,-0.144,0.675084175084175
7,6,9,6,800,-0.233,1.14875531268974
7,6,10,6,1200,-0.229,0.508287292817679
7,6,10,6,1200,-0.198,0.872400756143667
7,6,3,6,1600,0.108,0.826610790990047
7,6,3,6,1600,0.22,3.45920303605313
7,6,4,6,1200,0.174,2.1844262295082
7,6,4,6,1200,-0.306,1.85894941634241
7,6,4,6,1200,-0.409,2.71884654994851
7,6,7,5,400,0.039,3.67915106117353
7,6,8,5,566,0.109,1.70803662258393
7,6,8,5,566,0.032,0.124491261671056
7,6,1,5,2433,0.174,0.616602180794935
7,6,2,5,2040,0.035,2.539975399754
7,6,5,4,1131,0.046,-0.544850498338871
7,6,5,4,1131,-0.035,0.745657568238213
7,6,6,4,894,-0.654,2.25282485875706
7,6,6,4,894,-0.398,2.76195219123506
7,6,9,3,1442,-0.349,0.760159362549801
7,6,9,3,1442,-0.284,-0.783798283261803
7,6,3,3,2000,0.776,1.03719512195122
7,6,3,3,2000,0.54,1.01208244491827
7,6,4,3,1697,-0.457,1.76583629893238
7,6,4,3,1697,-0.297,0.143616213754365
7,6,4,3,1697,-0.275,0.0788476118271418
7,6,8,2,1649,-0.213,1.23199251637044
7,6,1,2,2884,0.375,0.95
7,6,1,2,2884,0.067,0.611072664359862
7,6,1,2,2884,0.203,1.29940906106369
7,6,2,2,2561,-0.328,-0.0578859060402685
7,6,2,2,2561,-0.2,0.925718290119131
7,6,4,1,2332,0.253,1.22751322751323
7,6,5,1,2154,-0.593,2.78707224334601
7,6,3,10,2263,0.001,1.26780415430267
7,6,2,10,2561,0.606,1.46787003610108
7,6,9,8,1131,0.143,0.2975655873316
7,6,8,7,566,0.788,3.51109215017065
7,6,8,7,566,0.742,4.0335429769392
7,6,7,7,400,0.212,2.52862453531599
7,6,7,7,400,0.74,0.978497409326425
7,6,2,7,2040,-0.394,0.859525899912204
7,6,2,7,2040,-0.413,0.294568245125348
7,6,1,7,2433,0.585,1.98538461538462
7,6,1,7,2433,0.247,0.407968574635241
7,6,6,6,400,-0.05,0.450235251538183
7,6,5,6,800,-0.051,2.59126984126984
7,6,5,6,800,0.176,1.75951903807615
7,6,10,5,1265,-0.026,-0.173612954605787
7,6,10,5,1265,-0.137,1.57286432160804
7,6,9,5,894,0.756,0.668304668304668
7,6,4,5,1265,-0.373,1.73661852166525
7,6,3,5,1649,0.86,1.70334928229665
7,6,3,5,1649,0.769,-0.129692832764505
7,6,8,4,894,0.21,1.1905637254902
7,6,7,4,800,-0.037,1.80538302277433
7,6,7,4,800,0.13,0.378378378378378
7,6,2,4,2154,0.05,0.886214442013129
7,6,1,4,2530,-0.315,1.28822629969419
7,6,1,4,2530,0.036,0.944954128440367
7,6,6,3,1265,0.489,1.89955156950673
7,6,6,3,1265,0.358,2.48208722741433
7,6,5,3,1442,0.481,2.44747899159664
7,6,5,3,1442,-0.004,0.519570222563315
7,6,9,2,1789,0.573,1.12551363466567
7,6,4,2,2000,-0.312,3.03443526170799
2,6,1,1,2040,-0.273,-0.339261285909713
2,6,1,1,2040,-0.551,0.488143908421913
2,6,6,5,1649,0.696,1.10662251655629
2,6,6,5,1649,0.447,-0.374201787994891
2,6,5,5,1265,-0.235,0.920300751879699
2,6,10,4,3298,-0.322,-1.29732764428475
2,6,9,4,2912,0.224,2.17074440395627
2,6,4,4,1131,0.486,0.283746556473829
2,6,4,4,1131,0.675,1.43264764432648
2,6,3,4,894,-0.03,0.0953516090584029
2,6,3,4,894,-0.35,0.435421500386698
2,6,8,3,2683,0.369,0.486354093771869
2,6,7,3,2332,-0.414,1.65878787878788
2,6,7,3,2332,-0.428,1.96889671361502
2,6,7,3,2332,-0.424,0.618808777429467
2,6,1,3,1265,0.854,1.95474777448071
2,6,1,3,1265,0.765,0.690856313497823
2,6,6,2,2263,0.728,3.07883817427386
2,6,8,1,3124,-0.42,1.7125
2,6,8,1,3124,-0.443,1.18249400479616
2,6,3,1,2040,-0.24,-2.0710156895128
2,6,2,1,2000,-0.331,3.39891696750903
2,6,7,8,2154,0.195,-0.70032930845225
2,6,7,8,2154,0.685,-0.310143388210303
2,6,8,8,2530,0.121,1.33637640449438
2,6,8,8,2530,0.085,0.180141407931141
2,6,1,8,894,0.106,0.290271132376396
2,6,5,7,1265,-0.064,0.919973100201748
2,6,5,7,1265,0.059,0.786824574389341
2,6,6,7,1649,-0.419,0.303752535496957
2,6,6,7,1649,-0.365,1.82146709816613
2,6,6,7,1649,-0.282,1.07180081065431
2,6,9,6,2800,-0.273,0.241715399610136
2,6,9,6,2800,-0.373,0.0136120563928051
2,6,10,6,3200,-0.318,-0.473498233215548
2,6,10,6,3200,-0.356,0.679400214209211
2,6,3,6,400,-0.204,0.596977329974811
2,6,3,6,400,-0.044,1.93587994542974
2,6,4,6,800,0.083,1.24193548387097
2,6,4,6,800,-0.455,2.11417058428475
2,6,4,6,800,-0.554,1
2,6,7,5,2040,-0.18,0.76153091265947
2,6,8,5,2433,-0.091,0.121931908155186
2,6,8,5,2433,-0.175,-0.462137147665124
2,6,1,5,566,-0.006,0.378207264245252
2,6,2,5,400,-0.195,2.58721934369603
2,6,5,4,1442,-0.034,-0.527377521613833
2,6,5,4,1442,-0.312,0.316914498141264
2,6,6,4,1789,-0.545,-0.0974695407685098
2,6,6,4,1789,-0.319,0.913730255164034
2,6,9,3,3046,-0.425,0.865079365079365
2,6,9,3,3046,-0.332,1.13125739061884
2,6,3,3,1265,0.685,1.48819688598694
2,6,3,3,1265,0.443,0.463810075275043
2,6,4,3,1442,-0.401,-0.497125165855816
2,6,4,3,1442,-0.256,1.6027397260274
2,6,8,2,2884,-0.219,2.47208121827411
